Identifier,IdentityScore,EAScore,UWScore,Owner_Verified_Components,Owner_Negatively_Verified_Components,Owner_Phone_1_to_Name_Linkage,Owner_Phone_1_to_First_Name_Linkage,Owner_Address_to_Phone_1_Linkage,Owner_Email_to_Phone_1_Linkage,Owner_Prepaid_Phone_Attribute,Owner_Business_Phone_Indicator,Owner_Phone_InService_Indicator,Owner_Phone_Type_Indicator,Owner_Service_Discontinued_Indicator,Owner_Recent_Phone_Usage_Past_2_months,Owner_Phone_Usage_Past_12_months,Owner_Phone_Carrier,Owner_Parent_Phone_Carrier,Owner_Technology_Indicator,Owner_VoIP_Indicator,Owner_MVNO_Indicator,Fraud
1019146,436,73,2.204,6,2,-1,1,-1,-1,N,U,A7,W,7,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019147,735,500,12.611,2,8,2,-2,1,-2,N,B,A4,L,0,3,3,SBC IP,AT&T,Wireline,2,,0
1019148,363,115,0.67,2,8,2,1,-1,0,N,U,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019149,433,248,0.927,2,8,2,-2,-1,0,N,U,A7,W,0,2,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1019150,425,143,0.508,5,7,2,-2,-1,0,N,U,A7,W,0,1,3,Cingular Wireless,AT&T,Wireless,,N,0
1019151,556,500,4.671,2,8,2,-1,2,0,N,U,A7,W,7,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019152,490,67,1.893,1,8,2,1,2,-1,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019153,567,73,0.522,1,8,1,1,1,1,N,B,A7,L,0,2,4,Comcast Phone,Comcast,Wireline,3,,0
1019154,503,87,1.141,7,5,-1,2,-1,0,N,B,I2,U,0,0,0,,,,,,0
1019155,404,500,1.787,2,5,2,1,2,0,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019156,506,500,3.81,7,5,-1,1,-1,0,N,U,A1,L,0,1,2,Windstream_SL-NSR,Windstream,Wireline,3,,1
1019157,352,158,0.642,2,8,2,1,2,0,N,U,A7,W,7,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019158,439,77,1.525,3,8,2,-1,-2,1,N,C,A7,L,0,1,3,"TRI - COUNTY TELEPHONE CO., INC.",,,3,,0
1019159,281,85,0.258,1,8,2,1,1,1,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019160,550,227,1.723,7,5,-1,1,-1,-2,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019161,528,233,2.882,7,5,-1,-1,-1,0,Y,U,A7,W,0,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1019162,615,83,1.381,8,3,-1,-1,-2,-1,N,B,A7,L,0,3,4,Time Warner Cable - NSR,Charter Communications,Wireline,3,,0
1019163,355,70,0.47,2,8,1,1,1,0,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019164,416,500,1.367,7,5,-1,1,-1,-2,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019165,413,239,0.711,2,8,2,1,2,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019166,374,500,1.537,7,5,-1,1,-1,0,N,U,A2,W,7,4,4,Cingular Wireless,AT&T,Wireless,,N,0
1019167,486,904,4.955,5,8,2,2,-2,-2,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019168,428,500,4.545,2,5,2,1,1,-2,N,U,A7,W,0,3,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019169,387,500,1.333,2,5,2,1,2,0,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019170,629,254,3.407,8,2,-1,-1,2,-2,N,B,A7,L,0,1,3,Comcast Phone,Comcast,Wireline,3,,0
1019171,625,500,25.106,7,5,-1,-1,2,0,N,U,A7,W,7,2,5,Sprint PCS,Sprint Nextel,Wireless,,N,0
1019172,407,904,2.775,5,7,2,1,-1,-2,Y,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,Y,0
1019173,397,205,0.477,2,8,2,1,2,-2,N,B,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019174,606,500,7.825,2,8,2,1,2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019175,567,500,24.3,2,8,2,-1,-1,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019176,558,500,15.093,8,5,-1,-1,-1,0,N,U,A6,W,7,3,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019177,356,84,0.306,2,8,2,1,1,-2,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019178,352,211,0.706,7,5,-1,-1,-1,0,N,U,A7,W,7,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019179,623,500,8.803,2,8,2,1,1,0,N,U,A7,W,0,4,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019180,556,248,3.084,2,8,2,-1,2,0,N,U,A6,W,0,1,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019181,411,500,1.274,2,8,2,2,1,0,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1019182,603,97,2.415,5,5,-1,-1,-2,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019183,475,500,2.058,2,8,1,1,1,-2,N,U,A6,W,0,1,2,Cingular Wireless,AT&T,Wireless,,N,0
1019184,465,124,1.232,5,8,2,2,0,0,Y,U,A1,W,7,3,4,Metro PCS Comm - NSR,T-Mobile,Wireless,,N,0
1019185,652,212,27.22,2,8,2,-2,-1,0,N,U,A3,W,5,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019186,520,906,7.625,2,8,0,0,-1,0,N,U,I1,L,0,2,2,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,0
1019187,563,500,1.322,8,2,-1,-1,-1,-2,N,B,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019188,567,75,1.529,2,8,2,1,1,-2,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019189,435,85,0.894,6,7,0,0,-1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019190,443,500,1.815,2,8,2,-2,-1,0,N,U,A1,W,7,3,3,Cingular Wireless,AT&T,Wireless,,N,0
1019191,506,84,0.348,2,6,1,1,-1,-1,N,B,A7,L,0,3,4,Mid Continent Comm - NSR,Midco,Wireline,3,,0
1019192,386,87,0.081,1,8,2,1,2,1,N,U,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019193,432,500,1.526,5,7,2,2,-1,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1019194,511,790,6.757,1,8,2,-1,-1,1,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019195,520,248,2.666,2,8,2,1,1,0,N,U,A7,W,0,4,5,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019196,457,500,2.943,2,8,1,1,2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019197,481,84,1.171,2,6,2,-2,-1,-1,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019198,717,70,12.88,3,7,1,-1,-1,-1,N,U,A7,W,7,2,3,USCC - SVR,US Cellular,Wireless,,N,0
1019199,458,50,1.137,1,8,2,1,2,2,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019200,439,78,0.688,2,8,2,-1,2,-2,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019201,491,125,1.549,1,8,2,1,-1,-1,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019202,371,500,0.802,2,8,1,1,2,-2,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019203,464,500,6.21,2,5,-1,-1,2,0,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019204,289,50,0.271,1,8,1,1,-1,1,Y,U,A7,W,0,1,2,Sprint PCS,Sprint Nextel,Wireless,,N,0
1019205,559,500,10.873,2,8,2,-1,2,0,N,U,A7,W,1,4,5,Sprint PCS,Sprint Nextel,Wireless,,N,0
1019206,339,500,0.765,2,3,2,1,2,-1,N,B,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019207,364,80,0.382,1,8,2,1,2,1,N,U,A7,W,0,2,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1019208,380,500,0.859,7,5,-1,1,1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019209,397,275,0.566,2,8,2,1,-1,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019210,443,84,0.427,7,5,-1,-1,1,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019211,488,287,0.877,7,5,-1,1,-1,-2,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1019212,529,104,1.898,2,6,2,1,2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019213,436,70,2.188,1,8,1,1,-1,-1,N,U,A7,W,7,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1019214,452,95,0.371,2,8,2,1,2,-2,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019215,470,248,4.167,7,5,-1,-1,-1,0,Y,U,A7,W,7,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019216,390,260,1.733,2,6,2,1,2,-1,N,U,A7,W,7,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019217,523,500,2.015,2,8,2,1,2,0,N,C,A7,W,0,2,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019218,345,85,0.51,1,8,2,-1,2,-1,N,U,U,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019219,336,94,1.033,2,6,2,-2,-1,-1,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019220,410,500,1.076,2,8,2,1,-1,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019221,332,500,0.725,2,8,2,-1,2,-2,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019222,688,500,16.169,5,8,2,-2,-1,0,N,U,A4,W,0,1,2,Sprint PCS,Sprint Nextel,Wireless,,N,0
1019223,388,84,0.704,1,8,1,1,2,1,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019224,414,709,0.844,5,7,2,1,-1,0,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019225,435,500,2.425,2,8,1,-1,-1,0,N,B,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019226,558,230,1.899,7,5,-1,-1,1,0,N,B,A7,L,0,3,5,Cox Communications,Cox,Wireline,3,,0
1019227,362,85,0.154,7,3,-1,-1,-1,1,N,U,U,L,0,0,0,The Ponderosa Telephone Co.-GVNW,The Ponderosa Telephone Co.,Wireline,3,,0
1019228,421,500,2.457,2,8,2,2,1,0,N,U,A7,W,7,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019229,551,65,2.038,1,8,2,-1,1,1,N,U,A6,W,0,0,2,Cingular Wireless,AT&T,Wireless,,N,0
1019230,508,182,2.2,2,8,2,2,-1,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019231,518,500,10.671,2,8,2,1,-1,0,N,U,A7,W,7,2,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1019232,477,132,3.059,2,8,2,1,2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019233,568,500,7.172,2,8,1,1,-1,0,N,B,A7,W,0,2,4,USCC - SVR,US Cellular,Wireless,,N,0
1019234,401,96,0.459,2,8,2,1,2,-2,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019235,424,247,1.255,2,6,2,1,2,-1,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019236,660,500,3.028,7,3,-1,-1,-1,0,N,U,U,L,0,2,3,"FirstDigital Telecom, LLC","FirstDigital Telecom, LLC",Wireline,3,,0
1019237,542,90,0.81,6,5,-1,2,-2,-1,N,B,A7,L,0,4,5,Pacific Bell - Nevada Bell,AT&T,Wireline,3,,0
1019238,564,500,14.503,7,5,-1,2,-1,0,N,U,I3,L,0,1,1,NeutralTandem-NSR,Onvoy,Wireline,3,,1
1019239,453,500,1.805,5,8,2,-2,0,0,N,U,A4,W,6,1,2,Sprint PCS,Sprint Nextel,Wireless,,N,0
1019240,409,500,4.285,7,5,-1,-1,-1,-2,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019241,486,500,8.007,2,8,1,1,-1,0,N,U,A7,W,7,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019242,429,904,3.512,2,8,2,-2,1,-2,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019243,477,500,4.064,1,8,2,2,1,1,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019244,373,500,0.815,7,5,-1,-1,-1,-2,N,U,A7,W,0,1,2,Cingular Wireless,AT&T,Wireless,,N,0
1019245,474,500,3.975,2,5,2,-2,1,0,N,B,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1019246,434,83,0.575,2,6,2,2,-1,0,N,B,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1019247,381,212,0.464,2,8,2,-2,1,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1019248,389,71,1.201,2,8,2,1,1,0,Y,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019249,469,176,1.336,1,8,1,-1,1,1,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019250,349,500,0.513,2,8,1,1,-1,-2,N,U,A7,W,0,3,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019251,624,702,16.096,7,5,-1,1,-1,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1019252,486,199,4.159,5,7,2,1,-1,0,N,U,A7,W,0,2,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019253,558,500,3.931,7,5,-1,2,-1,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019254,818,129,6.844,7,3,-1,-1,-1,0,N,U,A4,W,7,3,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1019255,641,790,13.526,2,5,2,2,-1,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1019256,426,74,0.916,1,8,2,2,1,-1,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019257,499,702,6.403,2,8,1,1,1,0,N,U,A7,W,0,4,5,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019258,456,904,20.632,8,5,-1,-1,-1,0,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019259,816,500,21.111,7,5,-1,2,-1,0,N,U,A3,L,0,1,2,RCLEC- NSR,RingCentral,Wireline,2,,0
1019260,406,487,1.125,2,8,2,1,-1,0,N,U,A4,W,7,1,2,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019261,422,77,0.654,1,8,2,-1,1,1,N,U,A7,W,0,0,2,Cingular Wireless,AT&T,Wireless,,N,0
1019262,380,93,1.521,1,8,2,1,1,2,Y,U,A7,W,0,1,3,Cingular Wireless,AT&T,Wireless,,Y,0
1019263,687,500,15.617,5,2,2,1,-1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019264,333,250,0.398,2,5,2,1,2,0,N,U,A7,W,0,4,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019265,696,500,30.971,2,3,-1,1,-1,0,N,U,A2,L,0,1,1,Neutral Tandem - NSR,Onvoy,Wireline,1,,1
1019266,434,500,6.461,2,5,2,1,2,0,N,C,U,L,0,0,0,BellSouth,AT&T,Wireline,3,,1
1019267,514,145,0.602,1,8,1,1,1,-1,N,B,I2,L,0,1,2,TCG,AT&T,Wireline,3,,0
1019268,573,500,6.192,2,8,2,2,2,0,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1019269,368,500,1.142,7,5,-1,-1,-1,0,N,U,A7,W,0,2,3,USCC - SVR,US Cellular,Wireless,,N,0
1019270,505,50,0.801,1,8,2,-1,2,1,N,B,A7,L,0,4,5,Cox Communications,Cox,Wireline,3,,0
1019271,404,500,5.506,7,5,-1,-1,-1,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019272,351,248,0.146,8,2,-1,-1,-1,0,N,U,U,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019273,414,904,2.923,2,8,2,-1,2,-2,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019274,470,500,3.144,2,8,2,1,2,0,N,U,A7,W,0,3,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019275,372,91,1.797,5,6,2,-2,-1,-1,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1019276,480,84,0.984,2,8,1,-1,-1,0,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019277,423,219,0.257,2,8,2,1,2,-2,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019278,507,904,6.188,2,8,2,2,1,-2,N,B,A7,W,0,1,2,Cingular Wireless,AT&T,Wireless,,N,0
1019279,424,500,2.304,2,8,2,1,2,0,N,U,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019280,417,248,0.522,2,8,2,1,2,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019281,534,500,12.896,7,5,-1,2,-1,0,N,U,A1,L,0,0,1,BANDWIDTH.COM,Bandwidth.com,Wireline,2,,1
1019282,401,500,1.323,2,8,2,-2,1,0,N,U,A7,W,0,1,3,Cingular Wireless,AT&T,Wireless,,N,0
1019283,680,79,3.283,2,8,2,1,-1,-2,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019284,360,500,1.082,2,8,2,1,1,0,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019285,450,190,0.742,2,8,2,1,2,-2,N,U,A7,W,0,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1019286,357,500,0.846,5,7,1,-1,-1,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1019287,584,500,2.881,5,8,2,1,-2,0,Y,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,Y,0
1019288,390,500,0.185,2,8,2,-2,-1,0,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1019289,337,500,1.297,2,8,2,-1,2,0,N,U,U,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019290,490,73,1.221,2,6,1,1,1,-1,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019291,424,86,0.263,6,5,-1,-1,-1,-1,N,U,A4,L,0,1,2,Cox Communications,Cox,Wireline,3,,0
1019292,491,904,5.517,5,7,2,2,-1,-2,N,U,A2,W,7,2,3,Metro PCS -Royal St. Comm - NSR,T-Mobile,Wireless,,N,0
1019293,393,111,0.715,3,8,2,-2,-2,1,N,U,A7,W,0,2,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1019294,577,500,7.642,2,8,2,1,2,0,N,U,A6,W,5,3,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019295,439,97,2.104,2,6,1,1,-1,-1,N,U,A7,W,0,3,3,Cingular Wireless,AT&T,Wireless,,N,0
1019296,377,134,3.27,8,7,0,0,-1,0,N,U,A7,W,0,1,1,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019297,495,92,1.609,1,8,2,-1,-1,-1,N,B,A7,L,0,3,4,Cox Communications,Cox,Wireline,3,,0
1019298,409,500,1.998,5,7,2,-2,-1,0,N,U,A7,W,0,1,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1019299,478,247,6.514,5,7,2,1,-1,-2,N,U,A7,W,7,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019300,350,280,0.057,2,8,2,-2,1,-2,N,U,A7,W,0,2,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1019301,492,500,2.92,2,8,2,2,2,0,N,U,A7,W,0,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1019302,401,119,1.422,5,6,2,-1,-1,-1,N,U,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019303,344,138,0.474,2,5,2,-2,1,0,N,U,A7,W,0,1,3,Cingular Wireless,AT&T,Wireless,,N,0
1019304,316,87,0.762,5,6,2,2,-1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019305,549,702,8.849,2,8,2,1,-1,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019306,418,193,0.544,2,8,2,1,2,0,N,B,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019307,776,260,7.613,7,5,-1,2,-1,0,Y,U,A1,W,0,2,4,Metro PCS Comm - NSR,T-Mobile,Wireless,,N,0
1019308,539,500,5.832,7,5,-1,2,-1,0,N,U,A3,L,0,1,1,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,0
1019309,384,66,0.538,1,8,2,1,2,1,N,U,A7,W,0,1,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019310,465,500,1.654,2,5,2,1,-1,0,N,U,A7,W,7,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019311,590,500,16.665,7,5,-1,2,-1,0,N,U,U,L,0,1,1,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,1
1019312,457,500,1.859,2,5,2,2,1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019313,367,701,1.535,2,8,2,1,2,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019314,535,500,6.183,7,8,0,0,-1,0,N,U,I1,L,0,1,1,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,0
1019315,346,78,0.448,5,6,2,2,-1,1,N,U,A7,W,0,1,3,Cingular Wireless,AT&T,Wireless,,N,0
1019316,379,50,0.235,2,6,2,2,-1,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1019317,552,159,2.795,1,8,2,1,2,-1,Y,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,Y,0
1019318,475,76,2.57,1,8,1,-1,1,1,N,U,A7,W,0,3,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019319,999,50,88.65,3,7,2,1,-1,1,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,1
1019320,393,50,0.554,1,8,1,1,-1,1,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019321,425,145,0.68,2,5,2,1,2,0,N,B,A7,W,0,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1019322,599,500,8.914,7,5,-1,1,-1,0,N,B,A7,W,7,1,3,Cingular Wireless,AT&T,Wireless,,N,0
1019323,336,904,0.768,2,8,2,-2,1,-2,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019324,507,500,1.891,2,8,2,1,-1,0,N,U,A7,L,0,2,3,Time Warner Cable - NSR,Charter Communications,Wireline,3,,0
1019325,358,906,4.405,7,5,-1,1,-1,0,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019326,444,500,1.499,2,5,1,-1,1,-2,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1019327,494,94,1.15,6,2,-1,-1,-1,-1,N,U,A4,L,0,3,3,Onvoy - SVR,Onvoy,Wireline,3,,0
1019328,423,91,0.536,2,8,1,1,2,0,N,U,A7,W,0,3,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019329,348,500,3.305,5,8,2,-1,-2,0,N,U,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019330,628,468,15.682,7,5,-1,-1,-1,-2,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019331,352,248,0.377,2,8,2,-2,1,0,N,U,A7,W,0,1,3,Cingular Wireless,AT&T,Wireless,,N,0
1019332,499,790,4.175,5,7,2,-2,-1,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1019333,406,84,0.381,2,5,2,-2,-1,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1019334,412,709,3.771,2,8,2,-2,1,0,N,U,A7,W,0,1,3,Cingular Wireless,AT&T,Wireless,,N,0
1019335,447,248,0.861,5,6,1,1,-2,-1,N,U,A7,W,0,2,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1019336,627,72,6.366,2,6,1,1,1,-1,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019337,318,86,0.858,3,8,1,1,-2,1,N,B,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1019338,449,500,2.774,2,8,2,1,2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019339,524,500,1.532,7,5,-1,-1,-1,-2,N,U,A5,L,0,0,3,CenturyLink,CenturyLink,Wireline,3,,0
1019340,583,500,4.206,2,8,1,1,1,-2,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1019341,457,904,4.312,2,5,2,1,2,-2,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019342,362,85,0.795,1,8,2,1,2,1,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019343,416,500,11.112,7,5,-1,-1,2,0,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019344,404,230,1.132,2,8,2,-1,1,0,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1019345,604,79,2.904,2,6,2,1,2,0,N,U,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019346,537,904,21.067,7,5,-1,-1,-1,0,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019347,529,500,11.497,2,8,2,1,-1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019348,835,118,4.456,7,5,-1,2,-1,0,N,B,A7,L,0,4,5,Cox Communications,Cox,Wireline,3,,0
